Kind,Name,PercentLackOfCohesion,PercentLackOfCohesionModified
Private Static Class,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.TestBloomFilter",40,40
Public Class,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter",67,36
Private Class,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.IndexIterator",25,0
Public Class,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest",93,93
TypeVariable,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertMerge.F",0,0
TypeVariable,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertOperation.F",0,0
TypeVariable,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertRemove.F",0,0
Anonymous Class,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.createFromCounts.(Anon_1)",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilterTest",0,0
Public Interface,"org.apache.commons.collections4.bloomfilter.BloomFilter",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexer",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexerTest",0,0
Public Interface,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter",0,0
Interface,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.BitCountConsumer",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest",0,0
Private Static Class,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.BF",0,0
Class,"org.apache.commons.collections4.bloomfilter.FixedIndexesTestHasher",16,16
Public Class,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter",12,0
Public Class,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest",0,0
Anonymous Class,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.getBitsTest_LowestBitOnly.(Anon_1)",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.IndexFilterTest",50,0
Class,"org.apache.commons.collections4.bloomfilter.IndexFilters",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.SetOperations",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.SetOperationsTest",46,46
Anonymous Class,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.(Anon_1)",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.DynamicHasher",33,16
Public Static Class,"org.apache.commons.collections4.bloomfilter.hasher.DynamicHasher.Builder",50,50
Private Class,"org.apache.commons.collections4.bloomfilter.hasher.DynamicHasher.Iterator",26,13
Private Static Class,"org.apache.commons.collections4.bloomfilter.hasher.DynamicHasher.NoValuesIterator",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.DynamicHasherBuilderTest",25,25
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.DynamicHasherTest",41,41
Anonymous Class,"org.apache.commons.collections4.bloomfilter.hasher.DynamicHasherTest.(Anon_1)",0,0
Public Interface,"org.apache.commons.collections4.bloomfilter.hasher.HashFunction",0,0
Public Interface,"org.apache.commons.collections4.bloomfilter.hasher.HashFunctionIdentity",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.HashFunctionIdentityImpl",57,57
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.HashFunctionIdentityImplTest",0,0
Anonymous Class,"org.apache.commons.collections4.bloomfilter.hasher.HashFunctionIdentityImplTest.copyConstructorTest.(Anon_1)",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.HashFunctionValidator",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.HashFunctionValidatorTest",0,0
Public Interface,"org.apache.commons.collections4.bloomfilter.hasher.Hasher",0,0
Interface,"org.apache.commons.collections4.bloomfilter.hasher.Hasher.Builder",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.HasherBuilderTest",0,0
Private Static Class,"org.apache.commons.collections4.bloomfilter.hasher.HasherBuilderTest.TestBuilder",50,50
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.Shape",60,60
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.ShapeTest",86,86
Anonymous Class,"org.apache.commons.collections4.bloomfilter.hasher.ShapeTest.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.collections4.bloomfilter.hasher.ShapeTest.equalsTest.(Anon_2)",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.StaticHasher",43,37
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.StaticHasherTest",69,69
Anonymous Class,"org.apache.commons.collections4.bloomfilter.hasher.StaticHasherTest.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.collections4.bloomfilter.hasher.StaticHasherTest.(Anon_2)",0,0
Anonymous Class,"org.apache.commons.collections4.bloomfilter.hasher.StaticHasherTest.testConstructor_Hasher.(Anon_3)",0,0
Anonymous Class,"org.apache.commons.collections4.bloomfilter.hasher.StaticHasherTest.testConstructor_Hasher_WrongShape.(Anon_4)",0,0
Public Abstract Class,"org.apache.commons.collections4.bloomfilter.hasher.function.AbstractHashFunctionTest",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.function.MD5Cyclic",76,76
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.function.MD5CyclicTest",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.function.Murmur128x64Cyclic",78,78
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.function.Murmur128x64CyclicTest",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.function.Murmur32x86Iterative",71,71
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.function.Murmur32x86IterativeTest",0,0
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.function.ObjectsHashIterative",78,78
Public Class,"org.apache.commons.collections4.bloomfilter.hasher.function.ObjectsHashIterativeTest",0,0
Class,"org.apache.commons.collections4.bloomfilter.hasher.function.Signatures",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.collection.AbstractCollectionDecorator",84,5
TypeVariable,"org.apache.commons.collections4.collection.AbstractCollectionDecorator.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.AbstractCollectionDecorator.toArray.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.collection.AbstractCollectionTest",95,47
TypeVariable,"org.apache.commons.collections4.collection.AbstractCollectionTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.collection.CompositeCollection",57,48
Public Generic Interface,"org.apache.commons.collections4.collection.CompositeCollection.CollectionMutator",0,0
TypeVariable,"org.apache.commons.collections4.collection.CompositeCollection.CollectionMutator.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.CompositeCollection.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.CompositeCollection.toArray.T",0,0
Public Generic Class,"org.apache.commons.collections4.collection.CompositeCollectionTest",53,43
TypeVariable,"org.apache.commons.collections4.collection.CompositeCollectionTest.E",0,0
Anonymous Class,"org.apache.commons.collections4.collection.CompositeCollectionTest.setUpMutatorTest.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.collections4.collection.CompositeCollectionTest.testAddAllMutator.(Anon_2)",0,0
Anonymous Class,"org.apache.commons.collections4.collection.CompositeCollectionTest.testAddMutator.(Anon_3)",0,0
Public Generic Class,"org.apache.commons.collections4.collection.IndexedCollection",72,21
TypeVariable,"org.apache.commons.collections4.collection.IndexedCollection.C",0,0
TypeVariable,"org.apache.commons.collections4.collection.IndexedCollection.K",0,0
TypeVariable,"org.apache.commons.collections4.collection.IndexedCollection.nonUniqueIndexedCollection.C",0,0
TypeVariable,"org.apache.commons.collections4.collection.IndexedCollection.nonUniqueIndexedCollection.K",0,0
TypeVariable,"org.apache.commons.collections4.collection.IndexedCollection.uniqueIndexedCollection.C",0,0
TypeVariable,"org.apache.commons.collections4.collection.IndexedCollection.uniqueIndexedCollection.K",0,0
Public Class,"org.apache.commons.collections4.collection.IndexedCollectionTest",0,0
Private Static Class,"org.apache.commons.collections4.collection.IndexedCollectionTest.IntegerTransformer",0,0
Public Generic Class,"org.apache.commons.collections4.collection.PredicatedCollection",71,28
Public Static Generic Class,"org.apache.commons.collections4.collection.PredicatedCollection.Builder",64,33
TypeVariable,"org.apache.commons.collections4.collection.PredicatedCollection.Builder.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.PredicatedCollection.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.PredicatedCollection.builder.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.PredicatedCollection.notNullBuilder.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.PredicatedCollection.predicatedCollection.T",0,0
Public Class,"org.apache.commons.collections4.collection.PredicatedCollectionBuilderTest",0,0
Private Static Class,"org.apache.commons.collections4.collection.PredicatedCollectionBuilderTest.OddPredicate",0,0
Public Generic Class,"org.apache.commons.collections4.collection.PredicatedCollectionTest",86,77
TypeVariable,"org.apache.commons.collections4.collection.PredicatedCollectionTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.collection.SynchronizedCollection",50,4
TypeVariable,"org.apache.commons.collections4.collection.SynchronizedCollection.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.SynchronizedCollection.synchronizedCollection.T",0,0
TypeVariable,"org.apache.commons.collections4.collection.SynchronizedCollection.toArray.T",0,0
Public Generic Class,"org.apache.commons.collections4.collection.SynchronizedCollectionTest",0,0
TypeVariable,"org.apache.commons.collections4.collection.SynchronizedCollectionTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.collection.TransformedCollection",71,0
TypeVariable,"org.apache.commons.collections4.collection.TransformedCollection.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.TransformedCollection.transformedCollection.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.TransformedCollection.transformingCollection.E",0,0
Public Class,"org.apache.commons.collections4.collection.TransformedCollectionTest",0,0
Private Static Class,"org.apache.commons.collections4.collection.TransformedCollectionTest.StringToInteger",0,0
Private Static Class,"org.apache.commons.collections4.collection.TransformedCollectionTest.ToLowerCase",0,0
Public Generic Class,"org.apache.commons.collections4.collection.UnmodifiableBoundedCollection",0,0
TypeVariable,"org.apache.commons.collections4.collection.UnmodifiableBoundedCollection.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.UnmodifiableBoundedCollection.unmodifiableBoundedCollection.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.UnmodifiableBoundedCollection.unmodifiableBoundedCollection.E",0,0
Public Generic Class,"org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest",0,0
TypeVariable,"org.apache.commons.collections4.collection.UnmodifiableBoundedCollectionTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.collection.UnmodifiableCollection",0,0
TypeVariable,"org.apache.commons.collections4.collection.UnmodifiableCollection.E",0,0
TypeVariable,"org.apache.commons.collections4.collection.UnmodifiableCollection.unmodifiableCollection.T",0,0
Public Generic Class,"org.apache.commons.collections4.collection.UnmodifiableCollectionTest",0,0
TypeVariable,"org.apache.commons.collections4.collection.UnmodifiableCollectionTest.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.comparators.AbstractComparatorTest",0,0
TypeVariable,"org.apache.commons.collections4.comparators.AbstractComparatorTest.T",0,0
Public Abstract Class,"org.apache.commons.collections4.comparators.AbstractNullComparatorTest",0,0
Public Static Class,"org.apache.commons.collections4.comparators.AbstractNullComparatorTest.TestNullComparator1",0,0
Public Static Class,"org.apache.commons.collections4.comparators.AbstractNullComparatorTest.TestNullComparator2",0,0
Public Class,"org.apache.commons.collections4.comparators.BooleanComparator",44,33
Public Class,"org.apache.commons.collections4.comparators.BooleanComparatorTest",0,0
Public Generic Class,"org.apache.commons.collections4.comparators.ComparableComparator",0,0
TypeVariable,"org.apache.commons.collections4.comparators.ComparableComparator.E",0,0
TypeVariable,"org.apache.commons.collections4.comparators.ComparableComparator.comparableComparator.E",0,0
Public Class,"org.apache.commons.collections4.comparators.ComparableComparatorTest",0,0
Public Generic Class,"org.apache.commons.collections4.comparators.ComparatorChain",61,35
TypeVariable,"org.apache.commons.collections4.comparators.ComparatorChain.E",0,0
Public Class,"org.apache.commons.collections4.comparators.ComparatorChainTest",0,0
Public Static Class,"org.apache.commons.collections4.comparators.ComparatorChainTest.ColumnComparator",0,0
Public Static Class,"org.apache.commons.collections4.comparators.ComparatorChainTest.PseudoRow",25,0
Public Generic Class,"org.apache.commons.collections4.comparators.FixedOrderComparator",64,43
TypeVariable,"org.apache.commons.collections4.comparators.FixedOrderComparator.T",0,0
Public Class,"org.apache.commons.collections4.comparators.FixedOrderComparatorTest",0,0
Public Generic Class,"org.apache.commons.collections4.comparators.NullComparator",42,0
TypeVariable,"org.apache.commons.collections4.comparators.NullComparator.E",0,0
Public Generic Class,"org.apache.commons.collections4.comparators.ReverseComparator",19,0
TypeVariable,"org.apache.commons.collections4.comparators.ReverseComparator.E",0,0
Public Class,"org.apache.commons.collections4.comparators.ReverseComparatorTest",0,0
Public Generic Class,"org.apache.commons.collections4.comparators.TransformingComparator",19,0
TypeVariable,"org.apache.commons.collections4.comparators.TransformingComparator.I",0,0
TypeVariable,"org.apache.commons.collections4.comparators.TransformingComparator.O",0,0
Public Class,"org.apache.commons.collections4.comparators.TransformingComparatorTest",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest",0,0
TypeVariable,"org.apache.commons.collections4.functors.AbstractAnyAllOnePredicateTest.T",0,0
Public Abstract Class,"org.apache.commons.collections4.functors.AbstractClosureTest",0,0
TypeVariable,"org.apache.commons.collections4.functors.AbstractClosureTest.generateClosure.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.functors.AbstractCompositePredicateTest",0,0
TypeVariable,"org.apache.commons.collections4.functors.AbstractCompositePredicateTest.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.functors.AbstractMockPredicateTest",40,40
TypeVariable,"org.apache.commons.collections4.functors.AbstractMockPredicateTest.T",0,0
Public Abstract Class,"org.apache.commons.collections4.functors.AbstractPredicateTest",75,75
TypeVariable,"org.apache.commons.collections4.functors.AbstractPredicateTest.assertPredicateFalse.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.AbstractPredicateTest.assertPredicateTrue.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.functors.AbstractQuantifierPredicate",0,0
TypeVariable,"org.apache.commons.collections4.functors.AbstractQuantifierPredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.AllPredicate",0,0
TypeVariable,"org.apache.commons.collections4.functors.AllPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.AllPredicate.allPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.AllPredicate.allPredicate.T",0,0
Public Class,"org.apache.commons.collections4.functors.AllPredicateTest",0,0
Public Generic Class,"org.apache.commons.collections4.functors.AndPredicate",25,0
TypeVariable,"org.apache.commons.collections4.functors.AndPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.AndPredicate.andPredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.AnyPredicate",0,0
TypeVariable,"org.apache.commons.collections4.functors.AnyPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.AnyPredicate.anyPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.AnyPredicate.anyPredicate.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.functors.CatchAndRethrowClosure",0,0
TypeVariable,"org.apache.commons.collections4.functors.CatchAndRethrowClosure.E",0,0
Public Class,"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest",0,0
TypeVariable,"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest.generateClosure.T",0,0
Anonymous Class,"org.apache.commons.collections4.functors.CatchAndRethrowClosureTest.generateIOExceptionClosure.(Anon_1)",0,0
