Kind,Name,CountClassCoupled,CountClassCoupledModified
TypeVariable,"org.apache.commons.collections4.functors.MapTransformer.O",0,0
TypeVariable,"org.apache.commons.collections4.functors.MapTransformer.mapTransformer.I",0,0
TypeVariable,"org.apache.commons.collections4.functors.MapTransformer.mapTransformer.O",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NOPClosure",2,2
TypeVariable,"org.apache.commons.collections4.functors.NOPClosure.E",0,0
TypeVariable,"org.apache.commons.collections4.functors.NOPClosure.nopClosure.E",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NOPTransformer",2,2
TypeVariable,"org.apache.commons.collections4.functors.NOPTransformer.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NOPTransformer.nopTransformer.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NonePredicate",4,4
TypeVariable,"org.apache.commons.collections4.functors.NonePredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NonePredicate.nonePredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NonePredicate.nonePredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NotNullPredicate",2,2
TypeVariable,"org.apache.commons.collections4.functors.NotNullPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NotNullPredicate.notNullPredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NotPredicate",3,3
TypeVariable,"org.apache.commons.collections4.functors.NotPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NotPredicate.notPredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NullIsExceptionPredicate",4,4
TypeVariable,"org.apache.commons.collections4.functors.NullIsExceptionPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NullIsExceptionPredicate.nullIsExceptionPredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NullIsFalsePredicate",3,3
TypeVariable,"org.apache.commons.collections4.functors.NullIsFalsePredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NullIsFalsePredicate.nullIsFalsePredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NullIsTruePredicate",3,3
TypeVariable,"org.apache.commons.collections4.functors.NullIsTruePredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NullIsTruePredicate.nullIsTruePredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.NullPredicate",2,2
TypeVariable,"org.apache.commons.collections4.functors.NullPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.NullPredicate.nullPredicate.T",0,0
Public Class,"org.apache.commons.collections4.functors.NullPredicateTest",5,5
Public Generic Class,"org.apache.commons.collections4.functors.OnePredicate",5,5
TypeVariable,"org.apache.commons.collections4.functors.OnePredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.OnePredicate.onePredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.OnePredicate.onePredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.OrPredicate",3,3
TypeVariable,"org.apache.commons.collections4.functors.OrPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.OrPredicate.orPredicate.T",0,0
Public Generic Interface,"org.apache.commons.collections4.functors.PredicateDecorator",0,0
TypeVariable,"org.apache.commons.collections4.functors.PredicateDecorator.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.PredicateTransformer",4,4
TypeVariable,"org.apache.commons.collections4.functors.PredicateTransformer.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.PredicateTransformer.predicateTransformer.T",0,0
Public Class,"org.apache.commons.collections4.functors.PrototypeFactory",11,11
Static Generic Class,"org.apache.commons.collections4.functors.PrototypeFactory.PrototypeCloneFactory",9,9
TypeVariable,"org.apache.commons.collections4.functors.PrototypeFactory.PrototypeCloneFactory.T",0,0
Static Generic Class,"org.apache.commons.collections4.functors.PrototypeFactory.PrototypeSerializationFactory",9,9
TypeVariable,"org.apache.commons.collections4.functors.PrototypeFactory.PrototypeSerializationFactory.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.PrototypeFactory.prototypeFactory.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.StringValueTransformer",3,3
TypeVariable,"org.apache.commons.collections4.functors.StringValueTransformer.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.StringValueTransformer.stringValueTransformer.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.SwitchClosure",9,9
TypeVariable,"org.apache.commons.collections4.functors.SwitchClosure.E",0,0
TypeVariable,"org.apache.commons.collections4.functors.SwitchClosure.switchClosure.E",0,0
TypeVariable,"org.apache.commons.collections4.functors.SwitchClosure.switchClosure.E",0,0
Public Generic Class,"org.apache.commons.collections4.functors.SwitchTransformer",9,9
TypeVariable,"org.apache.commons.collections4.functors.SwitchTransformer.I",0,0
TypeVariable,"org.apache.commons.collections4.functors.SwitchTransformer.O",0,0
TypeVariable,"org.apache.commons.collections4.functors.SwitchTransformer.switchTransformer.I",0,0
TypeVariable,"org.apache.commons.collections4.functors.SwitchTransformer.switchTransformer.I",0,0
TypeVariable,"org.apache.commons.collections4.functors.SwitchTransformer.switchTransformer.O",0,0
TypeVariable,"org.apache.commons.collections4.functors.SwitchTransformer.switchTransformer.O",0,0
Public Generic Class,"org.apache.commons.collections4.functors.TransformedPredicate",4,4
TypeVariable,"org.apache.commons.collections4.functors.TransformedPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.TransformedPredicate.transformedPredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.TransformerClosure",3,3
TypeVariable,"org.apache.commons.collections4.functors.TransformerClosure.E",0,0
TypeVariable,"org.apache.commons.collections4.functors.TransformerClosure.transformerClosure.E",0,0
Public Generic Class,"org.apache.commons.collections4.functors.TransformerPredicate",5,5
TypeVariable,"org.apache.commons.collections4.functors.TransformerPredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.TransformerPredicate.transformerPredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.TruePredicate",2,2
TypeVariable,"org.apache.commons.collections4.functors.TruePredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.TruePredicate.truePredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.UniquePredicate",3,3
TypeVariable,"org.apache.commons.collections4.functors.UniquePredicate.T",0,0
TypeVariable,"org.apache.commons.collections4.functors.UniquePredicate.uniquePredicate.T",0,0
Public Generic Class,"org.apache.commons.collections4.functors.WhileClosure",3,3
TypeVariable,"org.apache.commons.collections4.functors.WhileClosure.E",0,0
TypeVariable,"org.apache.commons.collections4.functors.WhileClosure.whileClosure.E",0,0
Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractEmptyIterator",3,3
TypeVariable,"org.apache.commons.collections4.iterators.AbstractEmptyIterator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractEmptyMapIterator",1,1
TypeVariable,"org.apache.commons.collections4.iterators.AbstractEmptyMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractEmptyMapIterator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractIteratorDecorator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.AbstractIteratorDecorator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractIteratorTest",6,6
TypeVariable,"org.apache.commons.collections4.iterators.AbstractIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.AbstractListIteratorDecorator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.AbstractListIteratorDecorator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractListIteratorTest",6,6
TypeVariable,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest",11,11
TypeVariable,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest",12,12
TypeVariable,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.I",0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.O",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayIterator",8,8
TypeVariable,"org.apache.commons.collections4.iterators.ArrayIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayIterator2Test",10,10
TypeVariable,"org.apache.commons.collections4.iterators.ArrayIterator2Test.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayIteratorTest",6,6
TypeVariable,"org.apache.commons.collections4.iterators.ArrayIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayListIterator",6,6
TypeVariable,"org.apache.commons.collections4.iterators.ArrayListIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayListIterator2Test",3,3
TypeVariable,"org.apache.commons.collections4.iterators.ArrayListIterator2Test.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayListIteratorTest",8,8
TypeVariable,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.BoundedIterator",5,5
TypeVariable,"org.apache.commons.collections4.iterators.BoundedIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.BoundedIteratorTest",15,15
TypeVariable,"org.apache.commons.collections4.iterators.BoundedIteratorTest.E",0,0
Anonymous Class,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveUnsupported.(Anon_1)",2,2
Public Generic Class,"org.apache.commons.collections4.iterators.CollatingIterator",10,10
TypeVariable,"org.apache.commons.collections4.iterators.CollatingIterator.E",0,0
Public Class,"org.apache.commons.collections4.iterators.CollatingIteratorTest",12,12
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyIterator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.EmptyIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyIterator.emptyIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyIterator.resettableEmptyIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyListIterator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.EmptyListIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyListIterator.emptyListIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyListIterator.resettableEmptyListIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyMapIterator",1,1
TypeVariable,"org.apache.commons.collections4.iterators.EmptyMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyMapIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyMapIterator.emptyMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyMapIterator.emptyMapIterator.V",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyOrderedIterator",1,1
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedIterator.emptyOrderedIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator",1,1
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.emptyOrderedMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.emptyOrderedMapIterator.V",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EntrySetMapIterator",6,6
TypeVariable,"org.apache.commons.collections4.iterators.EntrySetMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.EntrySetMapIterator.V",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EnumerationIterator",5,5
TypeVariable,"org.apache.commons.collections4.iterators.EnumerationIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.FilterIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.FilterIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.FilterIteratorTest",16,16
TypeVariable,"org.apache.commons.collections4.iterators.FilterIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.FilterListIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.FilterListIterator.E",0,0
Public Class,"org.apache.commons.collections4.iterators.FilterListIteratorTest",16,16
TypeVariable,"org.apache.commons.collections4.iterators.FilterListIteratorTest.walkLists.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.IteratorChain",7,7
TypeVariable,"org.apache.commons.collections4.iterators.IteratorChain.E",0,0
Public Class,"org.apache.commons.collections4.iterators.IteratorChainTest",12,12
Public Generic Class,"org.apache.commons.collections4.iterators.IteratorEnumeration",2,2
TypeVariable,"org.apache.commons.collections4.iterators.IteratorEnumeration.E",0,0
Public Class,"org.apache.commons.collections4.iterators.IteratorEnumerationTest",5,5
Public Generic Class,"org.apache.commons.collections4.iterators.IteratorIterable",4,4
TypeVariable,"org.apache.commons.collections4.iterators.IteratorIterable.E",0,0
Anonymous Class,"org.apache.commons.collections4.iterators.IteratorIterable.createTypesafeIterator.(Anon_1)",2,2
TypeVariable,"org.apache.commons.collections4.iterators.IteratorIterable.createTypesafeIterator.E",0,0
Public Class,"org.apache.commons.collections4.iterators.IteratorIterableTest",11,11
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.LazyIteratorChain",2,2
TypeVariable,"org.apache.commons.collections4.iterators.LazyIteratorChain.E",0,0
Public Class,"org.apache.commons.collections4.iterators.LazyIteratorChainTest",12,12
Anonymous Class,"org.apache.commons.collections4.iterators.LazyIteratorChainTest.makeEmptyIterator.(Anon_1)",2,2
Anonymous Class,"org.apache.commons.collections4.iterators.LazyIteratorChainTest.makeObject.(Anon_2)",3,3
Anonymous Class,"org.apache.commons.collections4.iterators.LazyIteratorChainTest.testFirstIteratorIsEmptyBug.(Anon_3)",3,3
Public Generic Class,"org.apache.commons.collections4.iterators.ListIteratorWrapper",12,12
TypeVariable,"org.apache.commons.collections4.iterators.ListIteratorWrapper.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ListIteratorWrapper2Test",13,13
TypeVariable,"org.apache.commons.collections4.iterators.ListIteratorWrapper2Test.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ListIteratorWrapperTest",13,13
TypeVariable,"org.apache.commons.collections4.iterators.ListIteratorWrapperTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.LoopingIterator",5,5
TypeVariable,"org.apache.commons.collections4.iterators.LoopingIterator.E",0,0
Public Class,"org.apache.commons.collections4.iterators.LoopingIteratorTest",6,6
Public Generic Class,"org.apache.commons.collections4.iterators.LoopingListIterator",5,5
TypeVariable,"org.apache.commons.collections4.iterators.LoopingListIterator.E",0,0
Public Class,"org.apache.commons.collections4.iterators.LoopingListIteratorTest",6,6
Public Class,"org.apache.commons.collections4.iterators.NodeListIterator",6,6
Public Class,"org.apache.commons.collections4.iterators.NodeListIteratorTest",10,10
Anonymous Class,"org.apache.commons.collections4.iterators.NodeListIteratorTest.makeEmptyIterator.(Anon_1)",3,3
Anonymous Class,"org.apache.commons.collections4.iterators.NodeListIteratorTest.makeObject.(Anon_2)",3,3
Public Generic Class,"org.apache.commons.collections4.iterators.ObjectArrayIterator",5,5
TypeVariable,"org.apache.commons.collections4.iterators.ObjectArrayIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ObjectArrayIteratorTest",8,8
TypeVariable,"org.apache.commons.collections4.iterators.ObjectArrayIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ObjectArrayListIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.ObjectArrayListIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ObjectArrayListIterator2Test",4,4
TypeVariable,"org.apache.commons.collections4.iterators.ObjectArrayListIterator2Test.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ObjectArrayListIteratorTest",8,8
TypeVariable,"org.apache.commons.collections4.iterators.ObjectArrayListIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ObjectGraphIterator",7,7
TypeVariable,"org.apache.commons.collections4.iterators.ObjectGraphIterator.E",0,0
Public Class,"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest",14,14
Static Class,"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Branch",4,4
Static Class,"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Forest",4,4
Static Class,"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Leaf",1,1
Static Class,"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.LeafFinder",6,6
Static Class,"org.apache.commons.collections4.iterators.ObjectGraphIteratorTest.Tree",4,4
Public Generic Class,"org.apache.commons.collections4.iterators.PeekingIterator",5,5
TypeVariable,"org.apache.commons.collections4.iterators.PeekingIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.PeekingIterator.peekingIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.PeekingIteratorTest",12,12
TypeVariable,"org.apache.commons.collections4.iterators.PeekingIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.PermutationIterator",11,11
TypeVariable,"org.apache.commons.collections4.iterators.PermutationIterator.E",0,0
Public Class,"org.apache.commons.collections4.iterators.PermutationIteratorTest",13,13
Public Generic Class,"org.apache.commons.collections4.iterators.PushbackIterator",6,6
TypeVariable,"org.apache.commons.collections4.iterators.PushbackIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.PushbackIterator.pushbackIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.PushbackIteratorTest",11,11
TypeVariable,"org.apache.commons.collections4.iterators.PushbackIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ReverseListIterator",5,5
TypeVariable,"org.apache.commons.collections4.iterators.ReverseListIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ReverseListIteratorTest",12,12
TypeVariable,"org.apache.commons.collections4.iterators.ReverseListIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.SingletonIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.SingletonIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.SingletonIterator2Test",9,9
TypeVariable,"org.apache.commons.collections4.iterators.SingletonIterator2Test.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.SingletonIteratorTest",9,9
TypeVariable,"org.apache.commons.collections4.iterators.SingletonIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.SingletonListIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.SingletonListIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.SingletonListIteratorTest",11,11
TypeVariable,"org.apache.commons.collections4.iterators.SingletonListIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.SkippingIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.SkippingIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.SkippingIteratorTest",13,13
TypeVariable,"org.apache.commons.collections4.iterators.SkippingIteratorTest.E",0,0
Anonymous Class,"org.apache.commons.collections4.iterators.SkippingIteratorTest.testRemoveUnsupported.(Anon_1)",2,2
Public Generic Class,"org.apache.commons.collections4.iterators.TransformIterator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.TransformIterator.I",0,0
TypeVariable,"org.apache.commons.collections4.iterators.TransformIterator.O",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UniqueFilterIterator",2,2
TypeVariable,"org.apache.commons.collections4.iterators.UniqueFilterIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UniqueFilterIteratorTest",10,10
TypeVariable,"org.apache.commons.collections4.iterators.UniqueFilterIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UnmodifiableIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableIterator.unmodifiableIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UnmodifiableIteratorTest",12,12
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UnmodifiableListIterator",5,5
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableListIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableListIterator.umodifiableListIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableListIterator.unmodifiableListIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UnmodifiableListIteratorTest",12,12
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableListIteratorTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UnmodifiableMapIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableMapIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableMapIterator.unmodifiableMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableMapIterator.unmodifiableMapIterator.V",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UnmodifiableMapIteratorTest",14,14
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableMapIteratorTest.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableMapIteratorTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator",4,4
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator.unmodifiableOrderedMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator.unmodifiableOrderedMapIterator.V",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIteratorTest",13,13
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIteratorTest.K",0,0
TypeVariable,"org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIteratorTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.iterators.ZippingIterator",8,8
TypeVariable,"org.apache.commons.collections4.iterators.ZippingIterator.E",0,0
Public Class,"org.apache.commons.collections4.iterators.ZippingIteratorTest",9,9
Public Abstract Class,"org.apache.commons.collections4.junit.AbstractAvailableLocalesTest",13,13
Public Class,"org.apache.commons.collections4.junit.ObjectToStringComparator",1,1
Public Class,"org.apache.commons.collections4.junit.SetDefaultLocaleTestRule",4,4
Anonymous Class,"org.apache.commons.collections4.junit.SetDefaultLocaleTestRule.apply.(Anon_1)",4,4
Public Abstract Generic Class,"org.apache.commons.collections4.keyvalue.AbstractKeyValue",3,3
TypeVariable,"org.apache.commons.collections4.keyvalue.AbstractKeyValue.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.AbstractKeyValue.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.keyvalue.AbstractMapEntry",2,2
TypeVariable,"org.apache.commons.collections4.keyvalue.AbstractMapEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.AbstractMapEntry.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator",4,4
TypeVariable,"org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.AbstractMapEntryDecorator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.keyvalue.AbstractMapEntryTest",6,6
TypeVariable,"org.apache.commons.collections4.keyvalue.AbstractMapEntryTest.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.AbstractMapEntryTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.keyvalue.DefaultKeyValue",4,4
TypeVariable,"org.apache.commons.collections4.keyvalue.DefaultKeyValue.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.DefaultKeyValue.V",0,0
Public Generic Class,"org.apache.commons.collections4.keyvalue.DefaultKeyValueTest",8,8
TypeVariable,"org.apache.commons.collections4.keyvalue.DefaultKeyValueTest.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.DefaultKeyValueTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.keyvalue.DefaultMapEntry",1,1
TypeVariable,"org.apache.commons.collections4.keyvalue.DefaultMapEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.DefaultMapEntry.V",0,0
Public Generic Class,"org.apache.commons.collections4.keyvalue.DefaultMapEntryTest",7,7
TypeVariable,"org.apache.commons.collections4.keyvalue.DefaultMapEntryTest.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.DefaultMapEntryTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.keyvalue.MultiKey",7,7
TypeVariable,"org.apache.commons.collections4.keyvalue.MultiKey.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.MultiKey.getClass.T",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.MultiKey.getComponentType.T",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.MultiKey.newArray.T",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.MultiKey.newArray.T",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.MultiKey.newArray.T",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.MultiKey.newArray.T",0,0
Public Class,"org.apache.commons.collections4.keyvalue.MultiKeyTest",17,17
Static Generic Class,"org.apache.commons.collections4.keyvalue.MultiKeyTest.DerivedMultiKey",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.MultiKeyTest.DerivedMultiKey.T",0,0
Static Class,"org.apache.commons.collections4.keyvalue.MultiKeyTest.SystemHashCodeSimulatingKey",2,2
Public Generic Class,"org.apache.commons.collections4.keyvalue.TiedMapEntry",5,5
TypeVariable,"org.apache.commons.collections4.keyvalue.TiedMapEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.TiedMapEntry.V",0,0
Public Generic Class,"org.apache.commons.collections4.keyvalue.TiedMapEntryTest",7,7
TypeVariable,"org.apache.commons.collections4.keyvalue.TiedMapEntryTest.K",0,0
TypeVariable,"org.apache.commons.collections4.keyvalue.TiedMapEntryTest.V",0,0
